name_en	name_zh
Pet Family Scaling - Spore Bat	宠物族群成长 - 孢子蝙蝠
Pet Family Scaling - Tallstrider	宠物族群成长 - 陆行鸟
Pet Family Scaling - Turtle	宠物族群成长 - 海龟
Pet Family Scaling - Warp Stalker	宠物族群成长 - 跃行者
Pet Family Scaling - Wasp	宠物族群成长 - 胡蜂
Pet Family Scaling - Wind Serpent	宠物族群成长 - 风蛇
Pet Family Scaling - Wolf	宠物族群成长 - 狼
Pet Family Scaling - Worm	宠物族群成长 - 蠕虫
Pet Passive (DND)	宠物被动（切勿使用）
Pin	锁定
Polearm Specialization	长柄武器专精
Polished Philosopher Stone	精磨哲人石
Potion Master	药剂大师
Primal Gore	原始尖角冲撞
Primal Mooncloth	原始月布
Primal Precision	原始精准
Primal Stone Statue	原始石像
Primal Wielding	原始持武
Prismatic Black Diamond	棱彩黑钻石
Prismatic Sphere	棱彩法球
Pristine Black Diamond Ring	原始黑钻石戒指
Pristine Cockatoo	原始凤头鹦鹉
Propagate: Small Brilliant Shard	孕育：小块光辉碎片
Propagate: Small Glimmering Shard	孕育：小块微光碎片
Propagate: Small Glowing Shard	孕育：小块明光碎片
Propagate: Small Radiant Shard	孕育：小块光芒碎片
Prospecting	勘察
Purifying Power	净化之力
QA Debug +190 MP5	QA调试 +190 MP5
QA Debug Instant Cast Buff	QA调试瞬发增益
Quick Recovery	快速恢复
Rabid	狂暴
Racial Knowledge: Dwarf	种族知识：矮人
Racial Knowledge: Gnome	种族知识：侏儒
Racial Knowledge: Human	种族知识：人类
Racial Knowledge: Night Elf	种族知识：暗夜精灵
Racial Knowledge: Orc	种族知识：兽人
Racial Knowledge: Tauren	种族知识：牛头人
Racial Knowledge: Troll	种族知识：巨魔
Racial Knowledge: Undead	种族知识：亡灵
Raise Ally	援助盟友
Raise Dead	起尸术
Rapid Recuperation Effect	快速恢复效果
Red Qiraji Battle Tank	红色希利苏斯战斗坦克
Redirect	转移
Reduce Target Attack and Cast Speed 1%	降低目标攻速和施法速度1%
Reduce Target Damage 1%	降低目标伤害1%
Reduce Target Health Max 1%	降低目标最大生命1%
Reduce Target Move Speed 1%	降低目标移动速度1%
Respectful Cheers	敬礼欢呼
Reticulated Armor Webbing	网状护甲编织
Righteous Defense	正义之防
Righteous Fury	公正之怒
Ritual Dance	仪式之舞
Ritual of Refreshment	茶点仪式
Ritual of Souls	灵魂仪式
Roar of Recovery	回复咆哮
Roar of Sacrifice	牺牲咆哮
Robe of Dazzling Light	炫目之光长袍
Rough Stone Statue	粗糙石像
Rubedo	红化
Rugged Protector's Kit	厚重防护包
Rugged Saddle	坚固马鞍
Rugged Sorcerer's Kit	厚重法师包
Rugged Warrior's Kit	厚重战士包
Rune Tap	符文之触
Rune of Cinderglacier	烬冰符文
Rune of Lichbane	巫妖克星符文
Rune of Power	力量符文
Rune of Razorice	锋冰符文
Rune of Spellbreaking	破咒符文
Rune of Spellshattering	碎咒符文
Rune of Swordbreaking	破剑符文
Rune of Swordshattering	碎剑符文
Rune of the Fallen Crusader	堕落十字军符文
Rune of the Nerubian Carapace	蛛魔甲壳符文
Rune of the Stoneskin Gargoyle	石皮石像鬼符文
Runecloth Protector's Embroidery	符文布防护刺绣
Runecloth Sorcerer's Embroidery	符文布法师刺绣
Runecloth Warrior's Embroidery	符文布战士刺绣
Runed Copper Ring	符文铜戒
Runeforging	符文锻造
Runic Focus	符文专注
Runic Power Mastery	符文能量精通
Sacred Cleansing	神圣净化
Sacred Duty	神圣职责
Sacred Shield	庇护之盾
Sanctified Spellthread	神圣法术线
Sandworm Hatchling	沙虫幼崽
Savage Combat	野蛮战斗
Savage Defense	野蛮防御
Savage Raptor	野蛮迅猛龙
Savage Roar	野蛮咆哮
Scabbers	斯卡伯斯
Scourge Strike	天灾打击
Scroll of Recall: Teles'aran	召回卷轴：塔拉斯阿兰
Seal of Corruption	腐蚀圣印
Seal of Penitence	悔罪圣印
Seal of Vengeance	复仇圣印
Seal of the Mountain	山岳圣印
Serenity Dust	宁静之尘
Shackle	镣铐
Shadow Cleave	暗影顺劈
Shadow Dance	暗影之舞
Shadowcloth	暗影布
Shadoweave Tailoring	暗影织布
Shadowfiend	暗影魔
Shadowflame	暗影烈焰
Shadowgem Pendant	暗影宝石坠饰
Shadowmeld	影遁
Shadowmoon Melding	影月遁
Shadowstep	暗影步
Shamanistic Focus	萨满专注
Shamanistic Rage	萨满之怒
Shattered Barrier	破碎屏障
Shell Shield	硬壳之盾
Shockwave	震荡波
Silencing Shot	沉默射击
Silk Protector's Embroidery	丝质防护刺绣
Silk Sorcerer's Embroidery	丝质法师刺绣
Silk Warrior's Embroidery	丝质战士刺绣
Silver Belt Buckle	银质腰带扣
Single-Minded Fury	专一狂怒
Slam!	猛击！
Sleight of Hand	手疾眼快
Slow	减速术
Special Brew	特酿美酒
Spell Power	法术强度
Spellcloth	魔法布
Spellfire Tailoring	魔纹布裁缝
Spellsteal	窃取法术
Spirit Walk	灵魂行走
Spirit of Competition	竞赛之灵
Spirit of Summer	夏日之灵
Spiritual Attunement	精神专注
Springy Arachnoweave	弹性蛛丝衬里
Starfall	星辰坠落
Stave Specialization	长杖武器专精
Sting	蛰刺
Stone Cloak	石头披风
Storm Reach	风暴延伸
Strangulate	扼杀
Strength of Arms	力量武器
Strong Silver Broadsword	强化银阔剑
Subtle Camouflage	隐秘伪装
Sudden Fear	突然恐惧
Surprise Attacks	奇袭
Swift Flight Form	迅捷飞行形态
Swift Mooncloth Carpet	迅捷月布地毯
Swift Shadoweave Carpet	迅捷暗影织布地毯
Swift Shore Strider	迅捷海岸行者
Swift Spellfire Carpet	迅捷魔纹地毯
Swipe (Bear)	横扫（熊）
Swipe (Cat)	横扫（猫）
Swordguard Embroidery	剑卫刺绣
Swordsmith's Legacy	剑匠传承
Technical Obscurity	科技迷雾
Tentacle Call	触须召唤
The Art of War	战争艺术
The Beast Within	野兽之魂
Thick Protector's Kit	厚重防护包
Thick Sorcerer's Kit	厚重法师包
Thick Warrior's Kit	厚重战士包
Thorium Belt Buckle	瑟银腰带扣
Thrown Weapon Specialization	投掷武器专精
Thunderstorm	雷霆风暴
Titan's Grip	泰坦之握
Totemic Call	图腾召回
Touch of Elune	艾露恩之触
Toughened Leather Hat	加固皮帽
Tranquil Air Totem	宁静之风图腾
Transmutation Master	转化大师
Tribal Totem	部落图腾
Unbreakable Armor	坚不可摧护甲
Unfair Advantage	不公优势
Unholy Blight	邪疫
Unholy Command	邪能命令
Unholy Presence	邪恶姿态
Unrelenting Assault	无情突击
Vampiric Blood	吸血鬼之血
Venomhide Ravasaur Hatchling	毒皮暴掠龙幼崽
Verdict	裁决
Vicious Strikes	残暴打击
Victory Rush	胜利冲锋
Vigilance	警戒
Void Shatter	虚空破碎
Void Sphere	虚空法球
Warbringer	战争使者
Warp	跳跃
Weapon Expertise	武器精通
Wild Growth	野性成长
Wild Quiver Auto Shot	野性箭袋自动射击
Wildfeather Leggings	野羽护腿
Wind Shear	风剪
Windforged Leggings	风铸护腿
Wolverine Bite	狼獾之咬
Woolen Hood	羊毛兜帽
Woolen Protector's Embroidery	羊毛防护刺绣
Woolen Sorcerer's Embroidery	羊毛法师刺绣
Woolen Warrior's Embroidery	羊毛战士刺绣
Worg Tartare	座狼鞑靼
Wormhole: Gadgetzan	虫洞：加基森
X-51 Nether-Rocket	X-51型虚空火箭
X-51 Nether-Rocket X-TREME	X-51型虚空火箭极限型
X-53 Touring Rocket	X-53型观光火箭
Yellow Qiraji Battle Tank	黄色希利苏斯战斗坦克
Small Prismatic Shard	小块棱彩碎片
Snake Trap	蛇群陷阱
Socket Bracer	护腕镶孔
Socket Gloves	手套镶孔
Solid Stone Statue	坚固石像
Soul Pact	灵魂契约
Soul Warding	灵魂护盾
Soulshatter	灵魂破碎
Heavy Saddle	重型马鞍
Heavy Sorcerer's Kit	重型法师包
Heavy Stone Statue	重型石像
Heavy Warrior's Kit	重型战士包
Heightened Senses	敏锐知觉
Heroic Fury	英勇之怒
Heroic Throw	英勇投掷
Hex	妖术
Holy Mending	神圣治疗
Holy Reach	神圣延伸
Holy Vengeance	神圣复仇
Honor Among Thieves	盗亦有道
Horde Balloon	部落气球
Howling Blast	凛风冲击
Hunger For Blood	嗜血
Hungering Cold	饥饿之寒
Hyperspeed Accelerators	超高速加速器
Hysteria	狂暴
Ice Block	寒冰屏障
Icebound Fortitude	冰封之韧
Immolation Aura	献祭光环
Improved Arcane Intellect	强化奥术智慧
Improved Blood Presence	强化鲜血姿态
Improved Chain Heal	强化链式治疗
Improved Cower	强化屈服
Improved Divine Spirit	强化神圣之灵
Improved Earth Shield	强化大地之盾
Improved Frost Presence	强化冰霜姿态
Improved Holy Shield	强化神圣之盾
Improved Howl of Terror	强化恐惧嚎吼
Improved Icy Talons	强化冰爪
Improved Intercept	强化拦截
Improved Judgement	强化审判
Improved Sanctity Oz	强化神圣光环
Improved Sanctity Aura	强化神圣光环
Improved Shadowform	强化暗影形态
Improved Shields	强化护盾
Improved Steady Shot	强化稳固射击
Improved Stormstrike	强化风暴打击
Improved Unholy Presence	强化邪恶姿态
Improved Vampiric Embrace	强化吸血鬼之拥
Improved Weapon Totems	强化武器图腾
Improved Whirlwind	强化旋风斩
Increase Target Attack and Cast Speed 1%	提高目标攻速和施法速度1%
Increase Target Damage Max 1%	提高目标伤害1%
Increase Target Health Max 1%	提高目标最大生命1%
Increase Target Move Speed 1%	提高目标移动速度1%
Infusion of Light	圣光灌注
Inlaid Philosopher Stone	镶嵌哲人石
Innervate	激活
Internal Knowledge	内在学识
Iron Belt Buckle	铁质腰带扣
Ivory Ink	象牙墨
Jormungar Leg Reinforcements	约尔曼加护腿加固片
Judgement of Corruption	腐蚀审判
Judgement of Justice	公正审判
Judgement of Penitence	悔罪审判
Judgement of the Martyr	殉道者审判
Juggernaut	压路机
Jungle Blur	丛林模糊
Kill Command	命令射击
Killing Spree	杀戮盛宴
Kindling Soul	点燃之魂
Large Prismatic Shard	大块棱彩碎片
Last Rites	最后仪式
Lava Burst	熔岩爆裂
Lava Lash	熔岩鞭笞
Leap	跳跃
Lens of Kajal	卡哈尔透镜
Lichborne	巫妖之躯
Lick Your Wounds	舔舐伤口
Light Earthforged Blade	轻型大地铸造之刃
Light Emberforged Hammer	轻型余烬铸造之锤
Light Leather Shoulders	轻型皮革护肩
Light Protector's Kit	轻型防护包
Light Skyforged Axe	轻型天空铸造之斧
Light Sorcerer's Kit	轻型法师包
Light Warrior's Kit	轻型战士包
Light's Beacon	圣光道标
Lightweave Embroidery	光纹刺绣
Lil' K.T.	小KT
Lil' XT	小XT
Linen Protector's Embroidery	亚麻布防护刺绣
Linen Sorcerer's Embroidery	亚麻布法师刺绣
Linen Warrior's Embroidery	亚麻布战士刺绣
Living Emerald Pendant	生命翡翠坠饰
Lo'Gosh's Guidance	洛戈什的指引
Lo'una	洛乌娜
Lock and Load	就位
Lotus Affinity	黑莲花亲和
Mageweave Protector's Embroidery	魔纹布防护刺绣
Mageweave Sorcerer's Embroidery	魔纹布法师刺绣
Mageweave Warrior's Embroidery	魔纹布战士刺绣
Mangle	裂伤
Mark of Blood	血之印记
Mass Dispel	群体驱散
Mass Resurrection	群体复活
Master Buff (Magic)	大师增益（魔法）
Master Ranged Buff	大师远程增益
Master Shapeshifter	变形大师
Master of Ghouls	食尸鬼大师
Glacial Bag	冰川之袋
Gnaw	啃咬
Gnomish Battle Goggles	侏儒战斗护目镜
Gnomish Innovation	侏儒创新
Gnomish Lightning Generator	侏儒闪电发生器
Gnomish Power Goggles	侏儒能量护目镜
Go for the Throat	撕咬喉咙
Grace	优雅
Green Qiraji Battle Tank	绿色希利苏斯战斗坦克
Guard Dog	守护犬
Guardian Spirit	守护之魂
Gun Specialization	枪械专精
Guttural Howl	咽喉嚎叫
Hammer of the Righteous	正义之锤
Hammersmith's Legacy	锤匠传承
Hand of Reckoning	清算之手
Hand-Mounted Pyro Rocket	手部装载燃焰火箭
Haunted	鬼魂缠身
Heart of the Phoenix	凤凰之心
Heavy Attuned Armor	重型协调护甲
Heavy Protector's Kit	重型防护包
"Mark ""S"" Boomstick"	Mark "S" 霰弹枪
Abyssal Bag	深渊之袋
Accurate Ametrine	精确的紫翠玉
Accurate Huge Citrine	精确的巨型黄水晶
Accurate Monarch Topaz	精确的帝王托帕石
Acolyte's Gloves	祭祀手套
Adamantite Arrow Maker	精金制箭器
Adamantite Breastplate	精金胸甲
Adamantite Cleaver	精金切刀
Adamantite Dagger	精金匕首
Adamantite Frame	精金框架
Adamantite Grenade	精金手雷
Adamantite Maul	精金锤
Adamantite Plate Bracers	精金板甲护腕
Adamantite Plate Gloves	精金板甲手套
Adamantite Rapier	精金轻剑
Adamantite Rifle	精金步枪
Adamantite Rod	精金魔棒
Adamantite Scope	精金瞄准镜
Adamantite Sharpening Stone	精金磨刀石
Adamantite Shell Machine	精金炮弹制造机
Adamantite Weapon Chain	精金武器链
Adamantite Weightstone	精金配重石
Adept's Elixir	适应药剂
Advantaged State (DND)	优势状态（切勿使用）
Agile Tiger Goggles	敏捷虎眼护目镜
Amulet of Flowing Life	流动生命护符
Amulet of Truesight	真视护符
Amulet of the Moon	月光护符
Annihilator Holo-Gogs	歼灭全息护目镜
Apprentice Riding	学徒级骑术
Aquamarine Pendant of the Warrior	战士的海蓝宝石坠饰
Aquamarine Signet	海蓝宝石印戒
Arcane Armor Kit	奥术护甲
Arcane Khorium Band	奥术克希戒指
Arcane Tarot	奥术塔罗
Arcanite Bulwark	奥金壁垒
Arcanite Sword Pendant	奥金剑坠饰
Arcanoweave Boots	奥法编织长靴
Arcanoweave Bracers	奥法编织护腕
Arcanoweave Robe	奥法编织长袍
Arctic Belt	极地腰带
Arctic Boots	极地长靴
Arctic Chestpiece	极地胸甲
Arctic Gloves	极地手套
Arctic Helm	极地头盔
Arctic Leggings	极地护腿
Arctic Shoulderpads	极地护肩
Arctic Wristguards	极地护腕
Armor Plated Combat Shotgun	装甲战斗霰弹枪
Armor Vellum	护甲羊皮纸
Armor Vellum II	护甲羊皮纸 II
Armor Vellum III	护甲羊皮纸 III
Armored Titanium Goggles	装甲钛金护目镜
Artisan Riding	工匠级骑术
Assassin's Alchemist Stone	刺客的炼金石
Attuned Copper Leggings	协调铜制护腿
Attuned Linen Belt	协调亚麻布腰带
Attuned Steel Shoulders	协调钢制护肩
Aurora Slippers	曙光软鞋
Austere Earthsiege Diamond	肃穆的地震钻石
Azure Moonstone Ring	碧空月长石戒指
Azure Spellthread	碧空法术线
Bad Clams	坏蛤蜊
Bag of Jewels	珠宝袋
Bag of Many Hides	多兽皮袋
Baked Manta Ray	烤巨鳐
Balanced Dreadstone	平衡的恐惧石
Balanced Nightseye	平衡的夜眼
Balanced Shadow Crystal	平衡的暗影水晶
Balanced Shadow Draenite	平衡的暗影德莱尼石
Balanced Shadowsong Amethyst	平衡的暗影歌紫晶
Balanced Twilight Opal	平衡的暮光蛋白石
Band of Fire Repellant	火焰驱散指环
Band of Natural Fire	自然烈焰指环
Barbaric Iron Collar	野蛮铁质项圈
Barkskin Trousers	树皮长裤
Basilisk Scale Bracers	石化蜥蜴鳞护腕
Basilisk Scale Chestpiece	石化蜥蜴鳞胸甲
Basilisk Scale Gloves	石化蜥蜴鳞手套
Basilisk Scale Helmet	石化蜥蜴鳞头盔
Basilisk Scale Leggings	石化蜥蜴鳞护腿
Bat Bites	蝙蝠咬
Battlecast Hood	斗铸兜帽
Battlecast Pants	斗铸长裤
Battlelord's Plate Boots	战领主板甲长靴
Beaming Earthsiege Diamond	光辉的地震钻石
Belt of Arctic Life	极地生命腰带
Belt of Blasting	爆击腰带
Belt of Deep Shadow	深邃暗影腰带
Belt of Dragons	巨龙腰带
Belt of Natural Power	自然之力腰带
Belt of the Black Eagle	黑鹰腰带
Belt of the Guardian	守护者腰带
Belt of the Long Road	长路腰带
Belt of the Titans	泰坦腰带
Big Bag of Enchantment	大型附魔袋
Big Bag of Hides	大型兽皮袋
Bindings of Lightning Reflexes	闪电反应束带
Black Belt of Knowledge	黑色知识腰带
Black Blood Pendant	黑血坠饰
Black Chitinguard Boots	黑色甲壳长靴
Black Coffee	黑咖啡
Black Diamond Amulet	黑钻石护符
Black Diamond Ring	黑钻石戒指
Black Duskweave Leggings	黑色微光编织护腿
Black Duskweave Robe	黑色微光编织长袍
Black Duskweave Wristwraps	黑色微光编织护腕
Black Felsteel Bracers	黑色魔钢护腕
Black Grasp of the Destroyer	毁灭者之黑色掌握
Black Jelly	黑色果冻
Black Planar Edge	黑色位面刃
Blackened Basilisk	熏黑蜥蜴肉
Blackened Dragonfin	熏黑龙鳍鱼
Blackened Sporefish	熏黑孢子鱼
Blackened Trout	熏黑鳟鱼
Blackened Worg Steak	熏黑座狼排
Blackfire	黑焰
Blackstrike Bracers	黑袭护腕
Bladeborn Leggings	锋锐护腿
Blastguard Belt	爆破护腰
Blastguard Boots	爆破长靴
Blastguard Pants	爆破长裤
Blazefury	炽焰狂怒
Blazeguard	炽焰护盾
Blazing Citrine Ring	炽焰黄水晶戒指
Blazing Eternium Band	炽焰永恒戒指
Blessed Bracers	神佑护腕
Blessed Cenarion Boots	神佑塞纳里奥长靴
Blood Crown	鲜血王冠
Blood Sun Necklace	血阳项链
Blood of Amber	琥珀之血
Blood-Spattered Shirt	血溅衬衫
Bloodmoon	血月
Bloodstone Band	血石戒指
Blue Belt of Chaos	蓝色混沌腰带
Blue Dragonscale Boots	蓝色龙鳞长靴
Blue Linen Hood	蓝色亚麻布兜帽
Blue Lumberjack Shirt	蓝色伐木工衬衫
Blue Rocket Cluster	蓝色火箭集束
Blue Smoke Flare	蓝色烟雾信号
Blue Workman's Shirt	蓝色工人衬衫
Boardin' Sword	登船剑
Bold Blood Garnet	华丽的血石榴石
Bold Bloodstone	华丽的血石
Bold Cardinal Ruby	华丽的红宝石
Bold Crimson Spinel	华丽的深红尖晶石
Bold Dragon's Eye	华丽的龙眼石
Bold Living Ruby	华丽的生命红宝石
Bold Scarlet Ruby	华丽的血色红宝石
Bolt of Frostweave	冰纹布
Bolt of Imbued Frostweave	魔纹冰纹布
Bolt of Imbued Netherweave	魔化虚空纹布
Bolt of Netherweave	虚空纹布
Bolt of Soulcloth	魂纹布
Bone Meal	骨粉
Book of Clever Tricks	诡计之书
Book of Stars	星辰之书
Book of Survival	生存之书
Boots of Blasting	爆击长靴
Boots of Kingly Upheaval	王国剧变长靴
Boots of Living Scale	生命鳞甲长靴
Boots of Natural Grace	自然优雅长靴
Boots of Shackled Souls	灵魂枷锁长靴
Boots of Utter Darkness	极致黑暗长靴
Boots of Wintry Endurance	寒冬耐力长靴
Boots of the Crimson Hawk	深红鹰长靴
Boots of the Long Road	长路长靴
Boots of the Protector	保卫者长靴
Borean Armor Kit	北风护甲
Borean Leather	北风苔原皮革
Box of Bombs	炸弹箱
Bracers of Affinity	亲和护腕
Bracers of Deflection	偏斜护腕
Bracers of Havok	浩劫护腕
Bracers of Nimble Thought	敏锐思维护腕
Bracers of Power	强力护腕
Bracers of Renewed Life	重生护腕
Bracers of Shackled Souls	灵魂枷锁护腕
Bracers of the Green Fortress	翠绿堡垒护腕
Bracing Earthsiege Diamond	加固的地震钻石
Bracing Earthstorm Diamond	加固的大地风暴钻石
Braided Copper Ring	编织铜戒
Braided Eternium Chain	编织永恒链
Bramblewood Belt	荆棘木腰带
Bramblewood Boots	荆棘木长靴
Bramblewood Helm	荆棘木头盔
Bread of the Dead	亡者面包
Breastplate of Kings	国王胸甲
Bright Blood Garnet	光辉血石榴石
Bright Bloodstone	光辉血石
Bright Cardinal Ruby	光辉红宝石
Bright Crimson Spinel	光辉深红尖晶石
Bright Dragon's Eye	光辉龙眼石
Bright Living Ruby	光辉生命红宝石
Bright Scarlet Ruby	光辉血色红宝石
Brilliant Autumn's Glow	辉煌秋光石
Brilliant Dawnstone	辉煌晨光石
Brilliant Dragon's Eye	辉煌龙眼石
Brilliant Glass	辉煌玻璃
Brilliant Golden Draenite	辉煌金色德莱尼石
Brilliant King's Amber	辉煌帝王黄水晶
Brilliant Lionseye	辉煌狮眼石
Brilliant Necklace	辉煌项链
Brilliant Pearl Band	辉煌珍珠戒
Brilliant Saronite Belt	辉煌萨隆邪铁腰带
Brilliant Saronite Boots	辉煌萨隆邪铁长靴
Brilliant Saronite Bracers	辉煌萨隆邪铁护腕
Brilliant Saronite Breastplate	辉煌萨隆邪铁胸甲
Brilliant Saronite Gauntlets	辉煌萨隆邪铁护手
Brilliant Saronite Helm	辉煌萨隆邪铁头盔
Brilliant Saronite Legplates	辉煌萨隆邪铁腿铠
Brilliant Saronite Pauldrons	辉煌萨隆邪铁肩甲
Brilliant Spellthread	辉煌法术线
Brilliant Sun Crystal	辉煌阳光水晶
Brilliant Titansteel Helm	辉煌泰坦钢头盔
Brilliant Titansteel Treads	辉煌泰坦钢长靴
Broiled Bloodfin	烤血鳍鱼
Bronze Band of Force	青铜力量戒
Bronze Setting	青铜底座
Bronze Torc	青铜项圈
Brown Leather Tunic	棕色皮甲外套
Brutal Earthstorm Diamond	残忍的大地风暴钻石
Bugsquashers	压虫靴
Bulwark of Kings	国王壁垒
Bulwark of the Ancient Kings	上古国王壁垒
Buzzard Bites	秃鹫咬
Captain Rumsey's Lager	朗姆西船长啤酒
Captain's Cutlass	船长短弯刀
Carapace of Sun and Shadow	日与影之甲壳
Cauldron of Major Arcane Protection	强效奥术防护坩埚
Cauldron of Major Fire Protection	强效火焰防护坩埚
Cauldron of Major Frost Protection	强效冰霜防护坩埚
Cauldron of Major Nature Protection	强效自然防护坩埚
Cauldron of Major Shadow Protection	强效暗影防护坩埚
Celestial Ink	天界墨水
Cenarion Herb Bag	塞纳里奥草药袋
Certificate of Ownership	所有权证书
Chain of the Twilight Owl	暮光枭之链
Champion's Ametrine	勇士的紫翠玉
Champion's Huge Citrine	勇士的巨型黄水晶
Champion's Monarch Topaz	勇士的帝王托帕石
Chaos Bolt Passive	混乱之箭被动
Chaotic Skyfire Diamond	混沌苍火钻石
Chaotic Skyflare Diamond	混沌苍炎钻石
Charcoal Grippers	炭化手套
Charged Titanium Specs	充能钛金眼镜
Charred Bear Kabobs	烤熊肉串
Chestplate of Conquest	征服胸甲
Circlet of Arcane Might	奥术之力之冠
Citrine Pendant of Golden Healing	金色治疗黄水晶坠饰
Citrine Ring of Rapid Healing	快速治疗黄水晶戒指
Clam Bar	蛤蜊条
Clamlette Magnifique	华丽蛤蜊
ClearAll	清除全部
Clefthide Leg Armor	裂蹄护腿
Cloak of Arcane Evasion	奥术躲闪披风
Cloak of Crimson Snow	深红之雪披风
Cloak of Darkness	黑暗披风
Cloak of Elemental Fusion	元素融合披风
Cloak of Eternity	永恒披风
Cloak of Frozen Spirits	冰冻之魂披风
Cloak of Harsh Winds	狂风披风
Cloak of Tormented Skies	痛苦天空披风
Cloak of the Black Void	黑色虚空披风
Cloak of the Moon	月光披风
Cloth Armor Components	布甲组件
Coal-Roasted Potatoes	煤烤土豆
Cobalt Belt	钴蓝腰带
Cobalt Boots	钴蓝长靴
Cobalt Bracers	钴蓝护腕
Cobalt Chestpiece	钴蓝胸甲
Cobalt Frag Bomb	钴蓝碎片炸弹
Cobalt Gauntlets	钴蓝护手
Cobalt Helm	钴蓝头盔
Cobalt Legplates	钴蓝腿铠
Cobalt Shoulders	钴蓝护肩
Cobalt Tenderizer	钴蓝肉锤
Cobalt Triangle Shield	钴蓝三角盾
Cobrahide Leg Armor	眼镜蛇皮护腿
Cobrascale Gloves	眼镜蛇鳞手套
Cobrascale Hood	眼镜蛇鳞兜帽
Cogspinner Goggles	齿轮旋转护目镜
Comfortable Insoles	舒适鞋垫
Complicated Components	复杂组件
Copper Plated Knuckles	铜质指节
Copper Tiger Goggles	铜质虎眼护目镜
Cord of the White Dawn	白色黎明腰带
Core Felcloth Bag	熔火魔纹布袋
Coronet of Verdant Flame	翠绿之焰冠冕
Corroded Saronite Edge	腐蚀萨隆邪铁刃
Corroded Saronite Woundbringer	腐蚀萨隆邪铁伤者
Crashin' Thrashin' Robot	撞击摔打机器人
Crazy Alchemist's Potion	疯狂炼金师药剂
Create Soulwell	创造灵魂之井
Crestfall Crab Taco	落冠螃蟹卷
Crimson Sun	深红之阳
Critter Bites	小动物咬
Critter Enlarger	小动物放大器
Crown of the Sea Witch	海巫王冠
Crunchy Serpent	脆皮蛇
Crunchy Spider Surprise	脆皮蜘蛛惊喜
Crystal Chalcedony Amulet	水晶玉髓护符
Crystal Citrine Necklace	水晶黄水晶项链
Cudgel of Saronite Justice	萨隆邪铁正义之杖
Cuttlesteak	墨鱼排
Dalaran Clam Chowder	达拉然蛤蜊杂烩
Dark Arctic Chestpiece	黑色极地胸甲
Dark Arctic Leggings	黑色极地护腿
Dark Frostscale Breastplate	黑色霜鳞胸甲
Dark Frostscale Leggings	黑色霜鳞护腿
Dark Iceborne Chestguard	黑色冰晶胸甲
Dark Iceborne Leggings	黑色冰晶护腿
Dark Iron Belt	黑铁腰带
Dark Iron Fish and Chips	黑铁鱼薯
Dark Iron Fishing Pole	黑铁钓竿
Dark Jade Focusing Lens	黑碧玉聚焦透镜
Dark Nerubian Chestpiece	黑色蛛魔胸甲
Dark Nerubian Leggings	黑色蛛魔护腿
Darkflame Ink	暗焰墨水
Darkmoon Card	暗月卡
Darkmoon Card of the North	北地暗月卡
Daunting Handguards	威严护手
Daunting Legplates	威严腿铠
Dawnstar Ink	晨星墨水
Dawnsteel Bracers	晨钢护腕
Dawnsteel Shoulders	晨钢护肩
Dazzling Dark Jade	耀眼的黑碧玉
Dazzling Deep Peridot	耀眼的深邃橄榄石
Dazzling Eye of Zul	耀眼的祖尔之眼
Dazzling Forest Emerald	耀眼的森林翡翠
Dazzling Seaspray Emerald	耀眼的海沫翡翠
Dazzling Talasite	耀眼的塔拉斯石
Deadly Ametrine	致命的紫翠玉
Deadly Huge Citrine	致命的巨型黄水晶
Deadly Monarch Topaz	致命的帝王托帕石
Deadly Saronite Dirk	致命萨隆邪铁匕首
Death Knight Glyph 25	死亡骑士雕文 25
Death Knight Pet Scaling 01	死亡骑士宠物成长 01
Death Knight Pet Scaling 02	死亡骑士宠物成长 02
Death-warmed Belt	死亡温腰带
Deathblow X11 Goggles	死亡打击X11护目镜
Deathchill Cloak	死亡冰寒披风
Deathfrost Boots	死亡之霜长靴
Deep Freeze Immunity State	深度冻结免疫状态
Deep Frozen Cord	深度冰冻腰带
Deep Thunder	深度惊雷
Defender's Dreadstone	卫士的恐惧石
Defender's Shadow Crystal	卫士的暗影水晶
Defender's Twilight Opal	卫士的暮光蛋白石
Defiance Expertise Passive (DND)	挑衅专精被动（切勿使用）
Deft Ametrine	灵巧的紫翠玉
Deft Huge Citrine	灵巧的巨型黄水晶
Deft Monarch Topaz	灵巧的帝王托帕石
Delicate Blood Garnet	精巧的血石榴石
Delicate Bloodstone	精巧的血石
Delicate Cardinal Ruby	精巧的红宝石
Delicate Copper Wire	精巧铜线
Delicate Crimson Spinel	精巧的深红尖晶石
Delicate Dragon's Eye	精巧的龙眼石
Delicate Eternium Ring	精巧永恒戒指
Delicate Living Ruby	精巧的生命红宝石
Delicate Scarlet Ruby	精巧的血色红宝石
Delicious Chocolate Cake	美味巧克力蛋糕
Demonic Immolate	恶魔献祭
Destruction Holo-gogs	毁灭全息护目镜
Destruction Potion	毁灭药水
Destructive Skyfire Diamond	毁灭苍火钻石
Destructive Skyflare Diamond	毁灭苍炎钻石
Deviate Feast	变异盛宴
Diamond Focus Ring	钻石专注戒指
Diamond-cut Refractor Scope	钻石切割折射瞄准镜
Dimensional Folder: K3	异次元叠层：K3
Dimensional Ripper - Area 52	异次元切割器 - 52区
Dirge's Kickin' Chimaerok Chops	德吉的奇美乐肉排
